season,week,team,season_type,game_id,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,passing_10,passing_16,passing_20,passing_40,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,rushing_10,rushing_12,rushing_20,rushing_40,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,receiving_10,receiving_16,receiving_20,receiving_40,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,def_punt_blocks,def_pat_blocks,def_fg_blocks,def_2pt_atts,def_2pt_made,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,timeouts,fumbles_forced_by_opp,fumbles_not_forced,fumbles_out_of_bounds,fumbles_total,fumbles_lost_total,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,pt_att,pt_blocked,pt_long,pt_yards,pt_inside_20,pt_out_of_bounds,pt_downed,pt_touchback,pt_fair_caught,pt_returned,pt_return_yards,pt_return_tds,pt_net_yards
2026,1,ARI,REG,2026_01_ARI_LAC,LAC,27,37,277,1,0,1,0,0,0,283,98,15,9.01286468515324,4.60590309387929,0,13,4,2,0,34,116,1,0,0,7,-0.59585879921744,0,3,1,0,0,27,37,277,1,0,0,283,98,15,10.6089827702396,0,13,4,2,0,0,33,1,19,5,22,1,3,22,5,1,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,111,3,0,0,0,0,0,0,0,3,69,4,5,1,0,49,0.8,0,1,1,2,0,0,0,0,0,0,1,0,27;44;34;49,54,,154,54,0,2,2,0,0,1,0,0,0,0,0,3,0,61,158,1,0,0,2,1,0,0,0,118
2026,1,ATL,REG,2026_01_ATL_PIT,PIT,12,22,143,1,2,4,-25,0,0,77,118,4,-15.7645474334581,-10.4180133656452,0,5,4,3,0,31,120,0,1,0,9,-2.53277851066304,0,3,3,1,0,12,19,143,1,1,0,77,118,4,-7.013960702448,0,5,4,3,0,0,33,2,28,4,20,1,2,15,6,0,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,9,96,5,2,0,0,2,0,3,33,4,123,2,4,2,0,51,0.5,0,0,0,1,1,0,0,0,0,1,1,0,51;43,54;45,,94,99,0,1,1,0,0,1,0,0,0,0,0,6,0,60,289,3,0,0,2,2,2,13,0,236
2026,1,BAL,REG,2026_01_BAL_IND,IND,17,25,324,1,0,2,-20,1,1,269,169,11,10.3436732474516,4.80174024899801,0,13,7,3,3,37,202,4,0,0,12,6.6589317773524,0,6,5,2,0,17,24,324,1,0,0,269,169,11,17.2149235176039,0,13,7,3,3,0,32,1,25,6,24,1,2,17,9,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,86,4,1,0,0,1,1,3,30,5,151,2,2,0,0,57,1,0,0,0,1,1,0,0,0,0,0,0,0,57;45,,,102,0,0,5,5,0,0,1,0,0,0,0,0,3,0,53,140,3,1,0,0,2,0,0,0,140
2026,1,BUF,REG,2026_01_BUF_HOU,HOU,20,29,334,2,0,2,-11,0,0,383,109,13,14.5350239260416,8.14148528235299,0,12,9,5,2,21,86,2,2,0,5,-2.61359507121961,0,3,2,1,0,20,28,334,2,0,0,383,109,13,18.6426092158482,0,12,9,5,2,0,38,2,52,8,27,2,3,17,9,0,0,2,0,0,0,0,0,0,0,0,0,2,-2,2,0,0,10,85,1,1,1,0,2,0,2,10,5,133,3,3,0,0,46,1,0,0,2,1,0,0,0,0,0,0,0,0,46;34;33,,,113,0,0,3,3,0,0,1,0,0,0,0,0,2,0,63,109,1,0,1,0,1,0,0,0,109
2026,1,CAR,REG,2026_01_CHI_CAR,CHI,23,38,361,3,1,2,-8,0,0,366,156,17,15.1386283544877,4.17012090192122,0,15,8,5,2,22,125,2,0,0,5,1.21287969045807,0,3,1,1,0,23,34,361,3,1,1,366,156,17,16.2015089767519,0,15,8,5,2,0,45,1,27,4,11,1,2,8,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11,84,5,1,1,0,2,2,2,17,7,153,1,1,0,0,44,1,0,0,0,1,0,0,0,0,0,0,0,0,44,,,44,0,0,4,5,0,1,0.8,0,0,0,0,0,3,0,61,147,0,1,0,1,0,1,23,0,104
2026,1,CHI,REG,2026_01_CHI_CAR,CAR,21,29,269,2,0,2,-8,0,0,319,80,13,18.5652871718667,16.5803378591171,0,11,5,4,1,39,291,6,0,0,11,14.7314540321822,0,5,5,4,1,21,26,269,2,1,1,319,80,13,18.1772621098827,0,11,5,4,1,0,31,0,34,2,8,1,2,8,5,1,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,12,57,2,1,0,0,1,1,1,23,4,85,1,1,0,0,40,1,0,0,0,1,0,0,0,0,0,0,0,0,40,,,40,0,0,8,8,0,0,1,0,0,0,0,0,2,0,54,102,0,0,0,0,0,2,17,0,85
2026,1,CIN,REG,2026_01_TB_CIN,TB,25,35,254,1,1,1,-9,0,0,226,144,14,-2.62695306242177,6.35173276943319,0,12,7,3,0,27,106,1,0,0,10,-0.656180913822027,0,4,2,0,0,25,34,254,1,0,0,226,144,14,2.12861286611291,0,12,7,3,0,0,41,0,22,5,24,4,4,23,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,27,1,7,47,5,0,0,0,0,0,0,0,6,142,4,4,0,0,58,1,0,1,1,0,2,0,0,0,0,0,0,0,20;55;58;32,,,165,0,0,3,3,0,0,1,0,0,0,0,0,1,0,51,51,0,0,0,0,0,1,13,0,38
2026,1,CLE,REG,2026_01_CLE_JAX,JAX,16,22,205,1,1,5,-20,1,0,228,95,9,-5.56012219451874,10.3209957480431,0,8,4,3,1,22,87,0,0,0,5,0.805777254805435,0,1,0,0,0,16,22,205,1,1,1,228,95,9,-1.21505150576628,0,8,4,3,1,0,24,2,42,4,17,1,1,11,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,75,3,2,0,0,2,1,1,10,6,228,1,1,0,0,26,1,0,1,0,0,0,0,0,0,0,0,0,0,26,,,26,0,0,1,1,0,0,1,0,0,0,0,0,3,0,48,130,1,0,0,0,2,1,-5,0,135
2026,1,DAL,REG,2026_01_DAL_NYG,NYG,22,34,175,2,1,0,0,0,0,309,91,12,10.3809027645621,7.72986660401026,0,8,2,0,0,18,69,1,0,0,4,1.09393993107369,0,1,0,0,0,22,30,175,2,0,0,309,91,12,13.5082919155248,0,8,2,0,0,0,36,0,44,3,9,4,2,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,-3,0,9,90,5,0,0,0,0,0,0,0,5,122,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,3,1,0,0.666666666666667,0,0,0,0,0,2,0,50,96,2,0,0,0,2,0,0,0,96
2026,1,DEN,REG,2026_01_DEN_KC,KC,17,28,131,1,1,4,-16,2,1,92,90,6,-14.381391775154,-7.77954083901865,0,5,1,0,0,15,61,0,1,0,2,-1.43586687103862,0,1,1,0,0,17,27,131,1,0,0,92,90,6,-6.50376518297708,0,5,1,0,0,0,33,2,40,3,14,0,2,12,5,1,24,4,0,0,0,0,0,0,0,0,0,1,-5,0,0,0,7,52,3,1,2,1,3,1,2,36,5,138,1,1,0,0,31,1,0,0,1,0,0,0,0,0,0,0,0,0,31,,,31,0,0,1,1,0,0,1,0,0,0,0,0,6,0,68,314,3,0,1,1,2,2,7,0,287
2026,1,DET,REG,2026_01_NO_DET,NO,26,39,206,2,0,1,-2,0,0,207,97,10,5.85451096913376,-2.90968670294835,0,6,3,1,0,33,165,2,1,0,14,-0.707207207975444,0,7,3,1,0,26,39,206,2,1,1,207,97,10,1.27058234496572,0,6,3,1,0,0,54,0,28,7,35,1,5,32,9,2,4,8,0,0,0,0,0,0,0,0,0,1,-6,1,0,0,8,61,3,1,1,0,2,1,3,35,4,84,1,1,0,0,23,1,0,1,0,0,0,0,0,0,0,0,0,0,23,,,23,0,0,4,4,0,0,1,0,0,0,0,0,7,0,56,336,3,0,1,1,1,4,21,0,295
2026,1,GB,REG,2026_01_GB_MIN,MIN,21,42,387,2,1,4,-34,2,1,469,160,16,-2.70364609367362,-9.65405449271202,0,12,8,7,3,21,66,0,0,0,3,-9.00967433155165,0,2,2,0,0,21,40,387,2,0,0,469,160,16,8.11428885262894,0,12,8,7,3,0,45,1,13,4,16,0,3,19,6,1,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,98,3,2,0,0,2,1,2,17,6,176,3,3,0,0,59,1,0,1,0,1,1,0,0,0,0,0,0,0,59;43;26,,,128,0,0,1,2,1,0,0.5,0,0,0,0,0,3,0,49,116,2,1,1,0,0,1,13,0,103
2026,1,HOU,REG,2026_01_BUF_HOU,BUF,26,38,274,2,0,3,-17,2,2,322,114,11,1.49644281327999,3.16167747652209,0,10,7,4,0,32,124,2,0,0,10,3.53381886548596,0,4,3,0,0,26,37,274,2,0,0,322,114,11,10.7331342189565,0,10,7,4,0,0,29,0,28,3,9,1,2,11,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,106,4,2,0,0,2,2,0,0,8,202,1,1,0,0,58,1,0,0,0,0,1,0,0,0,0,0,0,0,58,,,58,0,0,4,4,0,0,1,0,0,0,0,0,4,0,59,208,2,0,2,0,0,2,10,0,198
2026,1,IND,REG,2026_01_BAL_IND,BAL,19,31,166,1,1,2,-17,0,0,201,76,8,-9.61222987736863,-5.06045787498869,0,7,2,2,0,20,102,2,0,0,8,2.4474834225839,0,5,3,1,0,19,29,166,1,1,1,201,76,8,-8.04769393852502,0,7,2,2,0,0,43,0,28,0,0,1,2,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,29,2,1,0,0,1,1,0,0,6,197,1,1,0,0,58,1,0,0,0,0,1,0,0,0,0,0,0,0,58,,,58,0,0,2,3,1,0,0.666666666666667,0,0,0,0,0,5,0,59,263,0,0,0,0,2,3,30,0,233
2026,1,JAX,REG,2026_01_CLE_JAX,CLE,18,23,245,4,0,1,-11,0,0,242,61,13,19.021475746762,22.3253698576064,0,11,6,4,0,32,126,0,0,0,8,-1.0985837582445,0,5,3,0,0,18,21,245,4,1,0,242,61,13,22.3136960187694,0,11,6,4,0,0,35,0,28,6,16,2,5,20,8,1,22,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,25,0,1,0,0,1,0,1,-5,3,82,2,2,0,0,47,1,0,0,0,2,0,0,0,0,0,0,0,0,47;40,,,87,0,0,4,4,0,0,1,0,0,0,0,0,2,0,58,108,1,0,0,0,1,1,10,0,98
2026,1,KC,REG,2026_01_DEN_KC,DEN,15,27,184,2,1,2,-12,0,0,133,166,7,-2.30183139477449,-11.91810131073,0,5,3,2,1,38,220,2,0,0,11,8.53954429907026,0,5,5,2,1,15,25,184,2,0,0,133,166,7,2.6707560090581,0,5,3,2,1,0,26,0,28,3,9,1,3,9,5,1,5,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,7,60,2,0,2,0,2,0,2,7,3,78,1,1,0,0,28,1,0,1,0,0,0,0,0,0,0,0,0,0,28,,,28,0,0,4,4,0,0,1,0,0,0,0,0,4,0,63,218,2,0,1,0,1,2,36,0,182
2026,1,LA,REG,2026_01_SF_LA,SF,17,28,168,0,1,0,0,0,0,255,88,6,-5.42227216711035,-4.74207103252411,0,6,3,2,1,29,122,1,0,0,7,-3.79191851150244,0,2,1,0,0,17,27,168,0,1,1,255,88,6,-10.2786799960886,0,6,3,2,1,0,36,0,42,1,1,0,0,0,2,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,43,1,2,0,0,2,1,1,11,5,119,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,54,145,2,0,0,0,1,2,17,0,128
2026,1,LAC,REG,2026_01_ARI_LAC,ARI,17,27,209,1,1,3,-22,0,0,273,78,9,-5.60766631702427,-6.20937612321642,0,10,4,2,0,21,81,1,1,1,6,-6.83424285898218,0,2,1,0,0,17,27,209,1,0,0,273,78,9,0.009720406786073,0,10,4,2,0,0,43,0,36,1,1,0,1,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,64,4,1,0,0,1,1,0,0,4,80,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,1,0,0,0,0,0,2,1,51,99,1,0,0,0,2,0,0,0,99
2026,1,LV,REG,2026_01_MIA_LV,MIA,21,30,160,3,2,0,0,0,0,226,70,10,0.393194662359296,0.708901060038599,0,6,1,1,0,37,130,0,0,0,9,-4.97503309097374,0,4,2,0,0,21,29,160,3,0,0,226,70,10,0.907319659319459,0,6,1,1,0,0,25,3,35,7,25,2,5,35,11,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,29,3,0,0,0,0,0,2,35,2,95,2,2,0,0,47,1,0,0,1,1,0,0,0,0,0,0,0,0,47;30,,,77,0,0,3,3,0,0,1,0,0,0,0,0,3,0,72,190,1,0,1,1,0,1,17,0,153
2026,1,MIA,REG,2026_01_MIA_LV,LV,15,27,220,0,1,5,-35,0,0,309,96,7,-5.48974969708947,-8.85024655748297,0,10,5,5,0,18,74,1,1,0,4,-2.56460767059029,0,2,1,0,0,15,27,220,0,1,1,309,96,7,-0.711687360930528,0,10,5,5,0,0,37,0,40,7,22,0,0,0,2,2,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,61,6,2,0,1,2,1,1,17,5,162,2,3,1,0,41,0.666666666666667,0,0,1,1,0,0,0,0,0,1,0,0,41;37,41,,78,41,0,1,1,0,0,1,0,0,0,0,0,4,0,59,183,2,0,0,0,2,2,35,0,148
2026,1,MIN,REG,2026_01_GB_MIN,GB,15,24,151,3,1,3,-19,0,0,176,46,8,0.518816763734966,-4.89261241062828,1,4,3,1,0,34,107,2,0,0,6,-1.67508038404048,0,1,1,1,0,15,23,151,3,0,0,176,46,8,5.78373370712116,1,4,3,1,0,0,45,3,11,7,26,2,4,34,15,1,28,4,0,0,0,0,0,0,0,0,0,0,0,1,7,0,3,15,1,0,0,0,0,0,1,13,5,179,1,1,0,0,38,1,0,0,1,0,0,0,0,0,0,0,0,0,38,,,38,0,0,4,4,0,0,1,0,0,0,0,0,4,0,48,161,3,0,0,0,2,2,17,0,144
2026,1,NE,REG,2026_01_NE_SEA,SEA,23,33,178,1,3,3,-10,0,0,221,111,9,-4.62135415498598,5.97045065895204,0,9,2,0,0,31,109,0,0,0,7,-2.72373997123214,0,3,2,0,0,23,31,178,1,0,0,221,111,9,-0.506022419640446,0,9,2,0,0,0,38,0,14,3,15,0,2,12,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,50,4,0,0,0,0,0,0,0,4,107,1,1,0,0,50,1,0,0,0,0,1,0,0,0,0,0,0,0,50,,,50,0,0,1,1,0,0,1,0,0,0,0,0,4,0,46,177,3,0,0,0,3,1,9,0,168
2026,1,NO,REG,2026_01_NO_DET,DET,35,56,410,3,2,5,-32,1,1,483,116,19,-1.00732027256654,-1.20560446610818,0,14,9,6,2,25,91,1,1,0,7,-1.65623741107993,0,2,2,0,0,35,52,410,3,0,0,483,116,19,11.9186756246787,0,14,9,6,2,0,42,0,42,5,15,1,1,2,8,0,0,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,6,53,5,1,1,0,2,1,4,21,4,74,1,2,1,0,28,0.5,0,1,0,0,0,0,0,0,0,0,0,1,28,62,,28,62,0,3,3,0,0,1,0,0,0,0,0,5,0,57,238,2,0,1,0,1,3,35,0,203
2026,1,NYG,REG,2026_01_DAL_NYG,DAL,23,29,230,3,0,2,-1,1,0,245,86,14,21.9124518483004,13.3835581869915,0,10,5,0,0,37,165,1,2,1,11,-0.68145588398329,0,4,3,1,0,23,29,230,3,1,0,245,86,14,22.838031111256,0,10,5,0,0,0,37,1,11,1,5,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,114,3,4,0,0,4,1,0,0,3,65,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,4,4,0,0,1,0,0,0,0,0,1,0,46,46,1,0,1,0,0,0,0,0,46
2026,1,NYJ,REG,2026_01_NYJ_TEN,TEN,19,24,215,0,0,0,0,0,0,168,82,7,9.75485210445876,12.8360209257706,0,5,5,4,1,39,152,2,1,0,11,-2.23403974393329,0,3,3,0,0,19,23,215,0,0,0,168,82,7,9.91431939921276,0,5,5,4,1,0,30,0,16,4,14,1,3,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,-6,1,0,0,8,48,4,0,1,0,1,0,2,29,0,0,3,4,1,0,52,0.75,0,0,1,0,2,0,0,0,0,0,1,0,33;51;52,54,,136,54,0,2,2,0,0,1,0,0,0,0,0,3,0,50,139,2,0,2,0,0,1,-5,0,144
2026,1,PHI,REG,2026_01_WAS_PHI,WAS,14,25,203,3,0,3,-21,0,0,225,65,6,1.27337632780823,0.867941298268058,0,7,4,3,2,25,136,0,0,0,4,2.34845786972437,0,3,3,2,1,14,22,203,3,0,0,225,65,6,8.01054342613484,0,7,4,3,2,0,41,0,32,2,8,1,1,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,40,2,0,0,0,0,0,4,37,3,75,1,1,0,0,35,1,0,0,1,0,0,0,0,0,0,0,0,0,35,,,35,0,0,3,3,0,0,1,0,0,0,0,0,7,0,64,361,4,2,1,0,0,4,53,0,308
